,MES DE RECOLECCION,ID,Código factura TR,Fabricante,Marca,Distribuidor TR,Descripciones TR,Codigos de barras TR,Codigo ref en Factura,Descripcion en factura,Tipo promocion,Codigo ref en Factura Dinamica,Descripcion en factura Dinamica,CIUDAD
227,2022-07-01,947,F2371,PAPELES NACIONALES S.A.,ROSAL,SURTILIDER S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",210250,SUPER ROLLO XXG PG 12 LL13*,CON DINAMICA PROMOCIONAL,,SUPER ROLLO XXG XU BONIF,BOGOTA
228,2022-07-01,966,F2491,DRYPERS ANDINA S.A,ELITE,DSOSA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100441,P.H ROJO ELITE DUO ROLLAZO *24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
229,2022-07-01,1070,F2412,DRYPERS ANDINA S.A,ELITE,SURTILIDER S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",590016,PAP. HIG ELITE ROJO X24U*,SIN DINAMICA PROMOCIONAL,,,BOGOTA
230,2022-07-01,1096,F2384,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1499543,PH ELITE DUO ROLLAZO TRIP-HOJA ROJO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
231,2022-07-01,1124,F2414,PAPELES NACIONALES S.A.,ROSAL,PROVEMARKS LTDA,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,PH ROSAL 2 EN 1 UND X ROLLO,SIN DINAMICA PROMOCIONAL,,,BOGOTA
232,2022-07-01,1124,F2421,PAPELES NACIONALES S.A.,ROSAL,PROVEMARKS LTDA,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,PH ROSAL 2 EN 1 UND X ROLLO,SIN DINAMICA PROMOCIONAL,,,BOGOTA
233,2022-07-01,1124,F2474,PAPELES NACIONALES S.A.,ROSAL,PROVEMARKS LTDA,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,PH ROSAL 2 EN 1 UND X ROLLO,SIN DINAMICA PROMOCIONAL,,,BOGOTA
234,2022-07-01,1156,F2340,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
235,2022-07-01,1156,F2429,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",ELIT04,PAP HIG ELI MAX AZUL X30,SIN DINAMICA PROMOCIONAL,,,BOGOTA
236,2022-07-01,1267,F2372,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
237,2022-07-01,1267,F2373,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
238,2022-07-01,1267,F2374,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
239,2022-07-01,1311,F2321,PAPELES NACIONALES S.A.,ROSAL,DISTRIBUIDORA LA MINA J S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,AH-PN005,PAPEL ROSAL G X 18 UND,CON DINAMICA PROMOCIONAL,OB-PN001,OBSEQUIO 1 ROSAL G,BOGOTA
240,2022-07-01,1311,F2338,PAPELES NACIONALES S.A.,ROSAL,DEPOSITO SELECTO SUCESORES,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,,ROSAL 2 EN 1*54,SIN DINAMICA PROMOCIONAL,,,BOGOTA
241,2022-07-01,1311,F2395,DRYPERS ANDINA S.A,ELITE,GRUPO BENDICON S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",3848,PAPEL HIGIENICO ROLLAZO X 24 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
242,2022-07-01,1311,F2417,DRYPERS ANDINA S.A,ELITE,ZULUAGA Y SOTO SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1770719934500,PH ELITE DUO ROLLOTE TH 1X24 ROLLOS,SIN DINAMICA PROMOCIONAL,,,BOGOTA
243,2022-07-01,1311,F2426,PAPELES NACIONALES S.A.,ROSAL,DISTRIBUIDORA LA MINA J S.A.S,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,AH-PN005,PAPEL ROSAL G X 18 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
244,2022-07-01,1355,F2318,PAPELES NACIONALES S.A.,ROSAL,LA CATLEYA AC SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,21099-4,PAPEL ROSAL G PG 18 LLV 19,CON DINAMICA PROMOCIONAL,21099-4,PAPEL ROSAL G PG 18 LLV 19,BOGOTA
245,2022-07-01,1453,F2520,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1616993,PH E.DUO T-HOJ AMAROLLOTE X 24 ,SIN DINAMICA PROMOCIONAL,,,BOGOTA
246,2022-07-01,1453,F2521,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1616993,PH E.DUO T-HOJ AMAROLLOTE X 24 ,SIN DINAMICA PROMOCIONAL,,,BOGOTA
247,2022-07-01,1453,F2522,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1616993,PH E.DUO T-HOJ AMAROLLOTE X 24 ,SIN DINAMICA PROMOCIONAL,,,BOGOTA
248,2022-07-01,1453,F2523,DRYPERS ANDINA S.A,ELITE,ANDINA COMERCIAL DE POPULARES ,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",125,PH ELITE DUO ROLLOTE AMARILLO X 24 ROLLOS,SIN DINAMICA PROMOCIONAL,,,BOGOTA
249,2022-07-01,1481,F2390,DRYPERS ANDINA S.A,ELITE,INVERSIONES DULCENET SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",510049,PH DUO ROLLOTE X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
250,2022-07-01,1513,F2529,DRYPERS ANDINA S.A,ELITE,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1616993,PH E.DUO T-HOJ AMAROLLOTE X 24 ,SIN DINAMICA PROMOCIONAL,,,BOGOTA
251,2022-07-01,1513,F2530,DRYPERS ANDINA S.A,ELITE,GRUPO BENDICON S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",8416,PAPEL HIGIENICO MAX X 30 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
252,2022-07-01,1513,F2531,DRYPERS ANDINA S.A,ELITE,GRUPO BENDICON S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",8416,PAPEL HIGIENICO MAX X 30 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
253,2022-07-01,1515,F2463,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CCESTAN PLUSS SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,814033,P.H. SCOTT CUIDADO COMPLETO 3P X UNIDAD 4743,CON DINAMICA PROMOCIONAL,814033,P.H. SCOTT CUIDADO COMPLETO 3P X UNIDAD 4743,BOGOTA
254,2022-07-01,1515,F2464,DRYPERS ANDINA S.A,ELITE,ZULUAGA Y SOTO SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",27707199348384,PH ELITE DUO EL ROLLAZO ROJO TH 1X24ROLLOS,SIN DINAMICA PROMOCIONAL,,,BOGOTA
255,2022-07-01,1515,F2466,DRYPERS ANDINA S.A,ELITE,ZULUAGA Y SOTO SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",1770719934500,PH ELITE DUO ROLLOTE TH 1X24 ROLLOS,SIN DINAMICA PROMOCIONAL,,,BOGOTA
256,2022-07-01,1515,F2473,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CCESTAN PLUSS SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,814033,P.H. SCOTT CUIDADO COMPLETO 3P X UNIDAD 4743,CON DINAMICA PROMOCIONAL,814033,P.H. SCOTT CUIDADO COMPLETO 3P X UNIDAD 4743,BOGOTA
257,2022-07-01,1576,F2347,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1499543,PH ELITE DUO ROLLAZO TRIP-HOJA ROJO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
258,2022-07-01,1608,F2398,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA LA MINA J S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",AP-DP003,PAPEL HIG ELITE ROLLAZO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
259,2022-07-01,1608,F2399,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA LA MINA J S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",AP-DP003,PAPEL HIG ELITE ROLLAZO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
260,2022-07-01,1608,F2418,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CONFI SPRESS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
261,2022-07-01,1609,F2290,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA OMERLAC SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",510044,PH ELITE ROLLAZO 1 X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
262,2022-07-01,1627,F2341,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",ELIT03,PAP HIG ROLLAZO ROJO X24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
263,2022-07-01,1627,F2383,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA DEL COMERCIO,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",30250,PACA ELITE AMARILLO X24 ROLLOTE,SIN DINAMICA PROMOCIONAL,,,BOGOTA
264,2022-07-01,1627,F2388,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA DEL COMERCIO,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",03896,PACA ROLLAZO ELITE X24UND DUO,SIN DINAMICA PROMOCIONAL,,,BOGOTA
265,2022-07-01,1627,F2496,DRYPERS ANDINA S.A,ELITE,DULMARCAS M&M S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",ELI05,PAP ROLLOTE AMARI X24 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
266,2022-07-01,2645,F2342,DRYPERS ANDINA S.A,ELITE,DISMA LTDA,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",9614,MEGAROLLAZOX24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
267,2022-07-01,2645,F2382,DRYPERS ANDINA S.A,ELITE,T.A.T DIMAR S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",17057,PAPEL HIGIENICO ELITE ROLLAZO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
268,2022-07-01,2671,F2359,DRYPERS ANDINA S.A,ELITE,DISTRIBUCIONES JR,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",3053,Elite Grande x 12 und,SIN DINAMICA PROMOCIONAL,,,BOGOTA
269,2022-07-01,2671,F2360,DRYPERS ANDINA S.A,ELITE,DSOSA S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",5100501,P.H AZUL ELITE MAX * 30 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
270,2022-07-01,2671,F2360,DRYPERS ANDINA S.A,ELITE,DSOSA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5100441,P.H ROJO ELITE DUO  ROLLAZO *24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
271,2022-07-01,2680,F2361,PAPELES NACIONALES S.A.,ROSAL,SURTIMERCADOS QG SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,340003,PAPEL HIG ROSAL G 22M X 18,SIN DINAMICA PROMOCIONAL,,,BOGOTA
272,2022-07-01,2706,F2323,DRYPERS ANDINA S.A,ELITE,,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",0009118,PAPEL HIG ELITE DUO ROLLOTE 1X24 PR ESPE,SIN DINAMICA PROMOCIONAL,,,BOGOTA
273,2022-07-01,2706,F2323,DRYPERS ANDINA S.A,ELITE,,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",0006707,PAPEL HIGIE ELITE DUOROLLAZO 1x24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
274,2022-07-01,2706,F2493,PAPELES NACIONALES S.A.,ROSAL,,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,0001022,HIG ROS G 1X3X18 PR ESP,CON DINAMICA PROMOCIONAL,0001658,GT 1 UNID ROSAL G PAPELES,BOGOTA
275,2022-07-01,CC1007296351,F2438,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
276,2022-07-01,CC1013681749,F2439,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
277,2022-07-01,CC1023894590,F2434,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
278,2022-07-01,CC1033743221,F2445,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
279,2022-07-01,CC1033745070,F2440,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
280,2022-07-01,CC1033756521,F2437,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
281,2022-07-01,CC1074131006,F2443,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
282,2022-07-01,CC18222811,F2444,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
283,2022-07-01,CC39721580,F2436,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
284,2022-07-01,CC51980595,F2435,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
285,2022-07-01,CC52287475,F2433,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
286,2022-07-01,CC526935428,F2441,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
287,2022-07-01,CC52889103,F2442,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
288,2022-07-01,448,F2411,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180381,PPK CUIDADO COMPLLET PG24 LV28 (JL02),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
289,2022-07-01,692,F2365,DRYPERS ANDINA S.A,ELITE,MULTIMARCAS BUNZEL SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",PH510050,PH ELITE MAX ROSADO DH X1/30,SIN DINAMICA PROMOCIONAL,,,CALI
290,2022-07-01,760,F2292,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA ELITE DEL VALLE SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",240200,PPK PH ROSAL XXG P12 LV13 (JN13),CON DINAMICA PROMOCIONAL,240200,PPK PH ROSAL XXG P12 LV13 (JN13),CALI
291,2022-07-01,760,F2503,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",0009118,PAPEL HIG ELITE DUO ROLLOTE 1X24 PR ESPE,SIN DINAMICA PROMOCIONAL,,,CALI
292,2022-07-01,760,F2503,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",0009117,PAPEL HIG ELITE MAX DH 1X30,SIN DINAMICA PROMOCIONAL,,,CALI
293,2022-07-01,818,F2525,DRYPERS ANDINA S.A,ELITE,MULTIMARCAS BUNZEL SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",PH510050,PH ELITE MAX ROSADO DH X1/30,SIN DINAMICA PROMOCIONAL,,,CALI
294,2022-07-01,832,F2471,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180386,PPK SCOTT CUIDADO COMPLET PG24 LV30 (JL40),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
295,2022-07-01,910,F2413,PAPELES NACIONALES S.A.,ROSAL,GRANERO DINASTIA,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,005970,P.H ROSAL *54UND IND,SIN DINAMICA PROMOCIONAL,,,CALI
296,2022-07-01,910,F2475,DRYPERS ANDINA S.A,ELITE,MULTIMARCAS BUNZEL SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",PH510050,PH ELITE MAX ROSADO DH X 1/30,SIN DINAMICA PROMOCIONAL,,,CALI
297,2022-07-01,930,F2449,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",180376,PPK PH RINDEMAX PG30 LV32 (JL07),CON DINAMICA PROMOCIONAL,18162,* BONIF PH SCOTT RINDEMAX (KCC),CALI
298,2022-07-01,1021,F2419,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,LA CASA DE LOS TENDEROS S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,3067,H SCOTT CUIDADO COMPLETO 36m x und,SIN DINAMICA PROMOCIONAL,,,CALI
299,2022-07-01,1021,F2419,DRYPERS ANDINA S.A,ELITE,LA CASA DE LOS TENDEROS S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",5791,H ELITE DUO ROLLAZO x 40m (510060),SIN DINAMICA PROMOCIONAL,,,CALI
300,2022-07-01,1054,F2362,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,156,PAPEL ROSAL G 22M 3H X 18,CON DINAMICA PROMOCIONAL,5015,BONIFICACION ROSAL G MORADO,CALI
301,2022-07-01,1054,F2363,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
